faction,gen,unit,unknown,unknown,prize,attack,factionunits,damage,ap,bonusInf,bonusCav,defense,morale,charge,armour,unitclass,health
rom_athens,False,Gre_Large_Onager,True,False,1790,9,19,24,4,0,0,14,40,6,10,art_fld,45
rom_athens,False,Gre_Light_Hoplites,True,True,440,23,19,26,6,0,15,45,40,18,65,inf_spr,55
rom_athens,False,Gre_Light_Peltasts,True,True,460,18,19,24,4,0,0,40,50,10,40,inf_mis,50
rom_athens,False,Gre_Militia_Hoplites,True,True,300,21,19,26,6,0,15,53,45,15,55,inf_spr,55
rom_athens,False,Gre_Onager,True,False,1580,9,19,24,4,0,0,14,40,6,10,art_fld,45
rom_athens,False,Gre_Peltasts,True,True,420,18,19,24,4,0,0,40,35,10,65,inf_mis,50
rom_athens,False,Gre_Picked_Hoplites,True,True,1200,42,19,30,8,0,15,61,75,25,105,inf_spr,65
rom_athens,True,Gre_Picked_Hoplites,True,True,1200,42,19,30,8,0,15,61,75,25,105,inf_spr,65
rom_athens,False,Gre_Pike,True,True,600,34,19,24,4,0,0,30,45,7,65,inf_pik,55
rom_athens,False,Gre_Polybolos,True,True,620,9,19,24,4,0,0,14,35,6,10,art_fix,45
rom_athens,False,Gre_Skirm_Cav,True,True,340,9,19,24,4,0,0,38,35,4,15,cav_mis,70
rom_athens,False,Gre_Slingers,True,True,270,8,19,24,4,0,0,22,25,3,20,inf_mis,45
rom_athens,False,Gre_Tarantine_Cav,True,True,560,18,19,24,4,0,0,36,50,11,60,cav_mis,80
rom_athens,False,Gre_Thorax_Hoplites,True,True,710,34,19,30,8,0,15,59,65,22,90,inf_spr,60
rom_athens,True,Gre_Thorax_Hoplites,True,True,710,34,19,30,8,0,15,59,65,22,90,inf_spr,60
rom_athens,False,Gre_Thorax_Sword,True,True,710,38,19,34,4,0,0,57,55,18,75,inf_mel,60
rom_athens,False,Gre_Thureos_Hoplites,True,True,620,34,19,26,6,0,15,49,55,24,80,inf_spr,55
rom_athens,False,Gre_Thureos_Spears,True,True,540,24,19,25,5,0,20,55,50,26,70,inf_spr,50
rom_athens,False,Mer_Gre_Cretan_Archers,True,True,600,12,19,24,4,0,0,24,55,6,40,inf_mis,55
rom_athens,False,Mer_Gre_Rhodian_Slingers,True,True,600,12,19,24,4,0,0,24,55,6,20,inf_mis,55
rom_athens,False,Mer_Gre_Vet_Hoplites,True,True,840,35,19,30,8,0,15,59,65,25,105,inf_spr,65
rom_athens,False,Mer_Thr_Peltasts,True,True,480,28,19,35,10,0,0,40,45,12,15,inf_mis,55
rom_syracuse,False,Gre_Archers,True,True,250,8,20,24,4,0,0,12,25,3,10,inf_mis,45
rom_syracuse,False,Gre_Ballista,True,False,1560,9,20,24,4,0,0,14,40,6,10,art_fld,45
rom_syracuse,False,Gre_Beehive_Onager,True,False,1580,9,20,24,4,0,0,14,40,6,10,art_fld,45
rom_syracuse,False,Gre_Cheiroballistra,True,True,520,9,20,24,4,0,0,14,35,6,10,art_fld,45
rom_syracuse,False,Gre_Citizen_Cav,True,True,540,37,20,26,6,0,10,28,45,28,70,cav_mel,75
rom_syracuse,False,Gre_Giant_Ballista,True,False,730,9,20,24,4,0,0,14,40,6,10,art_fix,45
rom_syracuse,False,Gre_Hippeus_Lancers,True,True,1070,44,20,25,11,0,10,15,65,57,60,cav_shk,100
rom_syracuse,True,Gre_Hippeus_Lancers,True,True,1070,44,20,25,11,0,10,15,65,57,60,cav_shk,100
rom_syracuse,False,Gre_Hoplites,True,True,650,34,20,26,6,0,15,57,55,21,80,inf_spr,60
rom_syracuse,False,Gre_Javelinmen,True,True,220,8,20,24,4,0,0,37,25,3,15,inf_mis,45
rom_syracuse,False,Gre_Large_Onager,True,False,1790,9,20,24,4,0,0,14,40,6,10,art_fld,45
rom_syracuse,False,Gre_Light_Hoplites,True,True,440,23,20,26,6,0,15,45,40,18,65,inf_spr,55
rom_syracuse,False,Gre_Light_Peltasts,True,True,460,18,20,24,4,0,0,40,50,10,40,inf_mis,50
rom_syracuse,False,Gre_Militia_Hoplites,True,True,300,21,20,26,6,0,15,53,45,15,55,inf_spr,55
rom_syracuse,False,Gre_Onager,True,False,1580,9,20,24,4,0,0,14,40,6,10,art_fld,45
rom_syracuse,False,Gre_Peltasts,True,True,420,18,20,24,4,0,0,40,35,10,65,inf_mis,50
rom_syracuse,False,Gre_Picked_Hoplites,True,True,1200,42,20,30,8,0,15,61,75,25,105,inf_spr,65
rom_syracuse,True,Gre_Picked_Hoplites,True,True,1200,42,20,30,8,0,15,61,75,25,105,inf_spr,65
rom_syracuse,False,Gre_Pike,True,True,600,34,20,24,4,0,0,30,45,7,65,inf_pik,55
rom_syracuse,False,Gre_Polybolos,True,True,620,9,20,24,4,0,0,14,35,6,10,art_fix,45
rom_syracuse,False,Gre_Skirm_Cav,True,True,340,9,20,24,4,0,0,38,35,4,15,cav_mis,70
rom_syracuse,False,Gre_Slingers,True,True,270,8,20,24,4,0,0,22,25,3,20,inf_mis,45
rom_syracuse,False,Gre_Tarantine_Cav,True,True,560,18,20,24,4,0,0,36,50,11,60,cav_mis,80
rom_syracuse,False,Gre_Thorax_Hoplites,True,True,710,34,20,30,8,0,15,59,65,22,90,inf_spr,60
rom_syracuse,True,Gre_Thorax_Hoplites,True,True,710,34,20,30,8,0,15,59,65,22,90,inf_spr,60
rom_syracuse,False,Gre_Thorax_Sword,True,True,710,38,20,34,4,0,0,57,55,18,75,inf_mel,60
rom_syracuse,False,Gre_Thureos_Hoplites,True,True,620,34,20,26,6,0,15,49,55,24,80,inf_spr,55
rom_syracuse,False,Gre_Thureos_Spears,True,True,540,24,20,25,5,0,20,55,50,26,70,inf_spr,50
rom_syracuse,False,Mer_Gre_Vet_Hoplites,True,True,840,35,20,30,8,0,15,59,65,25,105,inf_spr,65
rom_syracuse,False,Mer_Ibe_Balearic_Slingers,True,True,560,10,20,24,4,0,0,38,45,4,25,inf_mis,50
rom_syracuse,False,Mer_Ita_Campanian_Cavalry,True,True,1290,69,20,41,5,0,0,30,70,33,90,cav_mel,100
rom_syracuse,False,Mer_Ita_Etruscan_Hoplites,True,True,750,32,20,29,5,0,20,57,55,20,80,inf_spr,60
rom_syracuse,False,Mer_Ita_Samnite_Warriors,True,True,760,36,20,34,4,0,0,55,55,25,95,inf_mel,65
rom_ardiaei,False,Gre_Ballista,True,False,1560,9,21,24,4,0,0,14,40,6,10,art_fld,45
rom_ardiaei,False,Gre_Cheiroballistra,True,True,520,9,21,24,4,0,0,14,35,6,10,art_fld,45
rom_ardiaei,False,Gre_Onager,True,False,1580,9,21,24,4,0,0,14,40,6,10,art_fld,45
rom_ardiaei,False,Ill_Cav,True,True,420,28,21,25,5,0,15,35,35,30,55,cav_mel,75
rom_ardiaei,False,Ill_Hoplites,True,True,640,32,21,26,6,0,15,49,55,20,105,inf_spr,60
rom_ardiaei,False,Ill_Levies,True,True,270,28,21,26,10,0,0,37,40,14,45,inf_mel,45
rom_ardiaei,False,Ill_Marines,True,True,550,36,21,25,5,0,20,55,55,22,65,inf_spr,50
rom_ardiaei,False,Ill_Noble_Hoplites,True,True,1060,38,21,30,8,0,15,53,70,30,115,inf_spr,65
rom_ardiaei,True,Ill_Noble_Hoplites,True,True,1060,38,21,30,8,0,15,53,70,30,115,inf_spr,65
rom_ardiaei,False,Ill_Raiders,True,True,400,34,21,26,10,0,0,40,55,16,60,inf_mel,45
rom_ardiaei,False,Ill_Slave_Javelinmen,True,True,220,8,21,24,4,0,0,37,25,3,15,inf_mis,45
rom_ardiaei,False,Ill_Slave_Slingers,True,True,240,8,21,24,4,0,0,37,25,3,15,inf_mis,45
rom_ardiaei,False,Ill_Spear,True,True,200,13,21,20,5,0,30,54,30,11,45,inf_spr,45
rom_ardiaei,False,Ill_Thureos_Spears,True,True,360,20,21,25,5,0,20,51,40,22,65,inf_spr,50
rom_ardiaei,False,Mer_Cel_Axe_Warriors,True,True,470,35,21,26,10,0,0,50,55,20,65,inf_mel,55
rom_ardiaei,False,Mer_Cel_Warriors,True,True,350,27,21,40,4,0,0,50,40,25,45,inf_mel,55
rom_ardiaei,False,Mer_Gre_Hoplites,True,True,650,34,21,26,6,0,15,57,55,21,75,inf_spr,60
rom_ardiaei,False,Mer_Gre_Peltasts,True,True,420,18,21,24,4,0,0,40,35,10,65,inf_mis,50
rom_sparta,False,Gre_Ballista,True,False,1560,9,22,24,4,0,0,14,40,6,10,art_fld,45
rom_sparta,False,Gre_Beehive_Onager,True,False,1580,9,22,24,4,0,0,14,40,6,10,art_fld,45
rom_sparta,False,Gre_Cheiroballistra,True,True,520,9,22,24,4,0,0,14,35,6,10,art_fld,45
rom_sparta,False,Gre_Citizen_Cav,True,True,540,37,22,26,6,0,10,28,45,28,70,cav_mel,75
rom_sparta,False,Gre_Giant_Ballista,True,False,730,9,22,24,4,0,0,14,40,6,10,art_fix,45
rom_sparta,False,Gre_Gorgos_Skirmishers,True,True,360,8,22,24,4,0,0,12,35,3,20,inf_mis,50
rom_sparta,False,Gre_Helot_Archers,True,True,250,8,22,24,4,0,0,12,25,3,10,inf_mis,45
rom_sparta,False,Gre_Helot_Javelinmen,True,True,220,8,22,24,4,0,0,37,25,3,15,inf_mis,45
rom_sparta,False,Gre_Helot_Slingers,True,True,270,8,22,24,4,0,0,37,25,3,15,inf_mis,45
rom_sparta,False,Gre_Heroes_Sparta,True,True,950,48,22,29,5,0,20,65,75,33,105,inf_spr,70
rom_sparta,True,Gre_Heroes_Sparta,True,True,950,48,22,29,5,0,20,65,75,33,105,inf_spr,70
rom_sparta,False,Gre_Large_Onager,True,False,1790,9,22,24,4,0,0,14,40,6,10,art_fld,45
rom_sparta,False,Gre_Onager,True,False,1580,9,22,24,4,0,0,14,40,6,10,art_fld,45
rom_sparta,False,Gre_Periokoi_Hoplites,True,True,510,24,22,26,6,0,15,50,45,14,75,inf_spr,60
rom_sparta,False,Gre_Periokoi_Peltasts,True,True,420,18,22,24,4,0,0,40,35,10,60,inf_mis,50
rom_sparta,False,Gre_Periokoi_Pike,True,True,510,34,22,24,4,0,0,27,45,7,60,inf_pik,50
rom_sparta,False,Gre_Periokoi_Spears,True,True,400,20,22,25,5,0,20,50,40,20,65,inf_spr,50
rom_sparta,False,Gre_Polybolos,True,True,620,9,22,24,4,0,0,14,35,6,10,art_fix,45
rom_sparta,False,Gre_Royal_Spartans,True,True,1250,44,22,30,8,0,15,67,75,28,105,inf_spr,70
rom_sparta,True,Gre_Royal_Spartans,True,True,1250,44,22,30,8,0,15,67,75,28,105,inf_spr,70
rom_sparta,False,Gre_Skirm_Cav,True,True,340,9,22,24,4,0,0,38,35,4,15,cav_mis,70
rom_sparta,False,Gre_Spartan_Hoplites,True,True,700,36,22,26,6,0,15,65,65,26,80,inf_spr,65
rom_sparta,False,Gre_Spartan_Pike,True,True,720,42,22,24,4,0,0,35,60,9,65,inf_pik,70
rom_sparta,False,Gre_Spartan_Youths,True,True,280,18,22,26,6,0,15,41,40,18,55,inf_spr,50
rom_sparta,False,Gre_Tarantine_Cav,True,True,560,18,22,24,4,0,0,36,50,11,60,cav_mis,80
rom_sparta,False,Mer_Gre_Cretan_Archers,True,True,600,12,22,24,4,0,0,24,55,6,40,inf_mis,55
rom_sparta,False,Mer_Gre_Rhodian_Slingers,True,True,600,12,22,24,4,0,0,24,55,6,20,inf_mis,55
rom_arevaci,False,Ibe_Balearic_Slingers,True,True,560,10,23,24,4,0,0,38,45,4,25,inf_mis,50
rom_arevaci,False,Ibe_Ballista,True,False,1560,9,23,24,4,0,0,14,35,6,10,art_fld,45
rom_arevaci,False,Ibe_Cantabrian_Cav,True,True,500,12,23,24,4,0,0,54,55,6,15,cav_mis,80
rom_arevaci,False,Ibe_Cav,True,True,500,50,23,39,5,0,0,50,40,31,15,cav_mel,75
rom_arevaci,False,Ibe_Celtiberian_Cav,True,True,650,38,23,25,5,0,15,44,55,42,55,cav_mel,80
rom_arevaci,False,Ibe_Cheiroballistra,True,True,520,9,23,24,4,0,0,14,35,6,10,art_fld,45
rom_arevaci,False,Ibe_Giant_Ballista,True,False,730,9,23,24,4,0,0,14,35,6,10,art_fix,45
rom_arevaci,False,Ibe_Guerilla_Warriors,True,True,650,42,23,35,5,0,0,65,50,27,15,inf_mel,55
rom_arevaci,False,Ibe_Large_Onager,True,False,1790,9,23,24,4,0,0,14,35,6,10,art_fld,45
rom_arevaci,False,Ibe_Noble_Cav,True,True,1280,53,23,29,5,0,15,42,70,46,70,cav_mel,105
rom_arevaci,True,Ibe_Noble_Cav,True,True,1280,53,23,29,5,0,15,42,70,46,70,cav_mel,105
rom_arevaci,False,Ibe_Noble_Fighters,True,True,1380,56,23,41,5,0,0,62,70,38,75,inf_mel,65
rom_arevaci,True,Ibe_Noble_Fighters,True,True,1380,56,23,41,5,0,0,62,70,38,75,inf_mel,65
rom_arevaci,False,Ibe_Onager,True,False,1580,9,23,24,4,0,0,14,35,6,10,art_fld,45
rom_arevaci,False,Ibe_Painted_Warriors,True,True,640,42,23,35,5,0,0,50,60,32,45,inf_mel,55
rom_arevaci,False,Ibe_Scorpion,True,True,490,9,23,24,4,0,0,14,35,6,10,art_fix,45
rom_arevaci,False,Ibe_Scut_Spear,True,True,500,23,23,25,5,0,20,58,50,18,60,inf_spr,55
rom_arevaci,False,Ibe_Scutarii,True,True,620,42,23,35,5,0,0,60,50,21,60,inf_mel,55
rom_arevaci,False,Ibe_Skirm,True,True,290,8,23,24,4,0,0,37,25,3,25,inf_mis,45
rom_arevaci,False,Ibe_Slingers,True,True,280,8,23,24,4,0,0,37,25,3,25,inf_mis,45
rom_arevaci,False,Ibe_Spear,True,True,200,14,23,20,5,0,30,64,30,10,15,inf_spr,50
rom_arevaci,False,Ibe_Sword,True,True,320,35,23,35,5,0,0,60,40,20,15,inf_mel,50
rom_lusitani,False,Ibe_Balearic_Slingers,True,True,560,10,24,24,4,0,0,38,45,4,25,inf_mis,50
rom_lusitani,False,Ibe_Ballista,True,False,1560,9,24,24,4,0,0,14,35,6,10,art_fld,45
rom_lusitani,False,Ibe_Cantabrian_Cav,True,True,500,12,24,24,4,0,0,54,55,6,15,cav_mis,80
rom_lusitani,False,Ibe_Cav,True,True,500,50,24,39,5,0,0,50,40,31,15,cav_mel,75
rom_lusitani,False,Ibe_Cheiroballistra,True,True,520,9,24,24,4,0,0,14,35,6,10,art_fld,45
rom_lusitani,False,Ibe_Giant_Ballista,True,False,730,9,24,24,4,0,0,14,35,6,10,art_fix,45
rom_lusitani,False,Ibe_Guerilla_Warriors,True,True,650,42,24,35,5,0,0,65,50,27,15,inf_mel,55
rom_lusitani,False,Ibe_Large_Onager,True,False,1790,9,24,24,4,0,0,14,35,6,10,art_fld,45
rom_lusitani,False,Ibe_Lusitani_Guerillas,True,True,400,18,24,25,5,0,20,68,45,12,15,inf_spr,50
rom_lusitani,False,Ibe_Lusitani_Nobles,True,True,1200,64,24,38,8,0,0,77,70,32,45,inf_mel,65
rom_lusitani,True,Ibe_Lusitani_Nobles,True,True,1200,64,24,38,8,0,0,77,70,32,45,inf_mel,65
rom_lusitani,False,Ibe_Lusitani_Spear,True,True,700,32,24,29,5,0,20,70,65,25,55,inf_spr,55
rom_lusitani,False,Ibe_Lusitani_Swordswomen,True,True,360,40,24,35,5,0,0,55,55,10,15,inf_mel,45
rom_lusitani,False,Ibe_Onager,True,False,1580,9,24,24,4,0,0,14,35,6,10,art_fld,45
rom_lusitani,False,Ibe_Scorpion,True,True,490,9,24,24,4,0,0,14,35,6,10,art_fix,45
rom_lusitani,False,Ibe_Scut_Spear,True,True,500,23,24,25,5,0,20,58,50,18,60,inf_spr,55
rom_lusitani,False,Ibe_Scutarii_Cav,True,True,680,42,24,25,5,0,15,44,55,37,55,cav_mel,80
rom_lusitani,False,Ibe_Skirm,True,True,290,8,24,24,4,0,0,37,25,3,25,inf_mis,45
rom_lusitani,False,Ibe_Slingers,True,True,280,8,24,24,4,0,0,37,25,3,25,inf_mis,45
rom_lusitani,False,Ibe_Sword,True,True,320,35,24,35,5,0,0,60,40,20,15,inf_mel,50
rom_lusitani,False,Ibe_Vet_Shield_Warriors,True,True,700,50,24,38,8,0,0,75,65,30,30,inf_mel,55
rom_massagetae,False,Ste_Armour_Horse_Archers,True,True,580,37,25,34,4,0,0,15,45,15,35,cav_mis,75
rom_massagetae,False,Ste_Armoured_Lancers,True,True,550,40,25,25,11,0,10,16,50,57,35,cav_shk,85
rom_massagetae,False,Ste_Ballista,True,False,1480,9,25,24,4,0,0,14,35,6,10,art_fld,45
rom_massagetae,False,Ste_Horse_Archers,True,True,360,9,25,24,4,0,0,13,30,4,10,cav_mis,70
rom_massagetae,False,Ste_Horse_Skirm,True,True,390,9,25,24,4,0,0,13,30,4,10,cav_mis,75
rom_massagetae,False,Ste_Lancers,True,True,340,34,25,25,11,0,10,16,35,51,10,cav_shk,70
rom_massagetae,False,Ste_Noble_Horse_Archers,True,True,790,49,25,34,4,0,0,16,60,16,40,cav_mis,85
rom_massagetae,True,Ste_Noble_Horse_Archers,True,True,790,49,25,34,4,0,0,16,60,16,40,cav_mis,85
rom_massagetae,False,Ste_Noble_Lancers,True,True,750,46,25,25,11,0,10,21,60,76,40,cav_shk,95
rom_massagetae,False,Ste_Saka_Cataphract_Horse_Archers,True,True,950,53,25,34,4,0,0,18,70,18,90,cav_mis,95
rom_massagetae,True,Ste_Saka_Cataphract_Horse_Archers,True,True,950,53,25,34,4,0,0,18,70,18,90,cav_mis,95
rom_massagetae,False,Ste_Saka_Cataphracts,True,True,1190,45,25,27,12,0,10,25,70,68,90,cav_shk,120
rom_massagetae,True,Ste_Saka_Cataphracts,True,True,1190,45,25,27,12,0,10,25,70,68,90,cav_shk,120
rom_massagetae,False,Ste_Saka_Noble_Armour_Lancers,True,True,1250,55,25,27,12,0,10,23,65,63,90,cav_shk,100
rom_massagetae,True,Ste_Saka_Noble_Armour_Lancers,True,True,1250,55,25,27,12,0,10,23,65,63,90,cav_shk,100
rom_roxolani,False,Ste_Armour_Horse_Archers,True,True,580,37,26,34,4,0,0,15,45,15,35,cav_mis,75
rom_roxolani,False,Ste_Armoured_Lancers,True,True,550,40,26,25,11,0,10,16,50,57,35,cav_shk,85
rom_roxolani,False,Ste_Ballista,True,False,1480,9,26,24,4,0,0,14,35,6,10,art_fld,45
rom_roxolani,False,Ste_Horse_Archers,True,True,360,9,26,24,4,0,0,13,30,4,10,cav_mis,70
rom_roxolani,False,Ste_Lancers,True,True,340,34,26,25,11,0,10,16,35,51,10,cav_shk,70
rom_roxolani,False,Ste_Noble_Horse_Archers,True,True,790,49,26,34,4,0,0,16,60,16,40,cav_mis,85
rom_roxolani,True,Ste_Noble_Horse_Archers,True,True,790,49,26,34,4,0,0,16,60,16,40,cav_mis,85
rom_roxolani,False,Ste_Noble_Lancers,True,True,750,46,26,25,11,0,10,21,60,76,40,cav_shk,95
rom_roxolani,False,Ste_Sarmatian_Horsemen,True,True,660,48,26,27,7,0,10,57,55,38,45,cav_mel,90
rom_roxolani,False,Ste_Sarmatian_Riders,True,True,340,39,26,27,7,0,10,51,45,33,15,cav_mel,75
rom_roxolani,False,Ste_Sarmatian_Royal_Lancers,True,True,1150,46,26,27,12,0,10,21,70,80,60,cav_shk,100
rom_roxolani,True,Ste_Sarmatian_Royal_Lancers,True,True,1150,46,26,27,12,0,10,21,70,80,60,cav_shk,100
rom_scythia,False,Ste_Amazonian_Riders,True,True,400,7,27,24,4,0,0,2,40,4,10,cav_mis,65
rom_scythia,False,Ste_Armour_Horse_Archers,True,True,580,37,27,34,4,0,0,15,45,15,35,cav_mis,75
rom_scythia,False,Ste_Armoured_Lancers,True,True,550,40,27,25,11,0,10,16,50,57,35,cav_shk,85
rom_scythia,False,Ste_Ballista,True,False,1480,9,27,24,4,0,0,14,35,6,10,art_fld,45
rom_scythia,False,Ste_Horse_Archers,True,True,360,9,27,24,4,0,0,13,30,4,10,cav_mis,70
rom_scythia,False,Ste_Horse_Skirm,True,True,390,9,27,24,4,0,0,13,30,4,10,cav_mis,75
rom_scythia,False,Ste_Noble_Horse_Archers,True,True,790,49,27,34,4,0,0,16,60,16,40,cav_mis,85
rom_scythia,False,Ste_Noble_Lancers,True,True,750,46,27,25,11,0,10,21,60,76,40,cav_shk,95
rom_scythia,False,Ste_Noblewomen,True,True,600,30,27,34,4,0,0,3,60,15,35,cav_mis,70
rom_scythia,False,Ste_Royal_Horse_Archers,True,True,1000,60,27,34,4,0,0,22,70,19,60,cav_mis,95
rom_scythia,True,Ste_Royal_Horse_Archers,True,True,1000,60,27,34,4,0,0,22,70,19,60,cav_mis,95
rom_scythia,False,Ste_Scythian_Royal_Horse,True,True,1200,49,27,29,5,0,15,38,70,43,95,cav_mel,105
rom_scythia,True,Ste_Scythian_Royal_Horse,True,True,1200,49,27,29,5,0,15,38,70,43,95,cav_mel,105
rom_scythia,False,Ste_Scythian_Royal_Skirmishers,True,True,1070,52,27,34,4,0,0,54,70,31,45,cav_mis,100
rom_scythia,True,Ste_Scythian_Royal_Skirmishers,True,True,1070,52,27,34,4,0,0,54,70,31,45,cav_mis,100
